D0 Brightness -SAP,shift1,shift2,shift3,shift4,shift5,shift6,shift7,shift8,shift9,shift10,shift11,shift12,shift13,shift14,shift15
78.3,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
78.1,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
78.4,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
76.9,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
79.9,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
80.2,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
77.8,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
76.8,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
78.1,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7,36.7
77.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7,36.7
78.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7,36.7
79.2,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7,36.7
70.1,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7,36.7
67.2,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,36.7
72.3,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
71,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7
75.5,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7,52.7
78,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7,52.7
82,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7,52.7
79.2,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7,52.7
77.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7,52.7
79.8,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5,52.7
80.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5,49.5
80.1,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5,49.5
79.1,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5,49.5
78.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5,49.5
80.4,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,49.5
79.6,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
79.2,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
80.4,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
79.6,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
81.2,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
80.7,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
79.1,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
80,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
77.8,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
76.7,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7
78.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7,51.7
77.2,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7,51.7
78,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7,51.7
77.3,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7,51.7
77.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7,51.7
78.2,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.7
78.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5
80.1,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5
80.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5,51.5
80.3,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5,51.5
80.8,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5,51.5
78.8,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5,51.5
80.1,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5,51.5
79.7,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,51.5
78,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
76.5,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
76,51,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
78.2,51,51,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
78.8,51,51,51,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
76.4,51,51,51,51,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
73.8,51,51,51,51,51,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
73.2,51,51,51,51,51,51,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
72.6,51,51,51,51,51,51,51,51,53.5,53.5,53.5,53.5,53.5,53.5,53.5
72.1,52.1,51,51,51,51,51,51,51,51,53.5,53.5,53.5,53.5,53.5,53.5
72.9,52.1,52.1,51,51,51,51,51,51,51,51,53.5,53.5,53.5,53.5,53.5
73.2,52.1,52.1,52.1,51,51,51,51,51,51,51,51,53.5,53.5,53.5,53.5
73,52.1,52.1,52.1,52.1,51,51,51,51,51,51,51,51,53.5,53.5,53.5
71.8,52.1,52.1,52.1,52.1,52.1,51,51,51,51,51,51,51,51,53.5,53.5
73.4,52.1,52.1,52.1,52.1,52.1,52.1,51,51,51,51,51,51,51,51,53.5
75.2,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51,51,51,51,51,51,51,51
75.8,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51,51,51,51,51,51,51
76.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51,51,51,51,51,51
76.5,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51,51,51,51,51
74.8,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51,51,51,51
76.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51,51,51
75.3,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51,51
74.6,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,51
71.6,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
72.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
70.8,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
72.2,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
68.7,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
68.4,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
70.8,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
70,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
71.2,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1
69.8,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1,52.1
70.3,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1,52.1
71.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1,52.1
73,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1,52.1
74.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1,52.1
74,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1,52.1
73.2,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,52.1
74.5,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7
72.8,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7
70.9,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.7
67.1,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
65.8,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
68.2,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
72.8,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
74.2,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
75,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
75.2,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
76,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
77.2,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
75,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
71.8,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6,47.6
68.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6,47.6
70.9,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6,47.6
71.3,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6,47.6
71.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6,47.6
72,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,47.6
70.8,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6
70.1,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6,46.6
72.4,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6,46.6
71.2,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6,46.6
70.1,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6,46.6
69,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6,46.6
67.3,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6,46.6
68.8,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,46.6
71.1,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
74.3,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
77,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
79.2,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
79.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
80,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
80.5,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
79.2,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
78.5,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
73.1,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5,44.5
71.8,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5,44.5
70.1,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5,44.5
68.8,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5,44.5
71.6,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5,44.5
73.5,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5,44.5
74,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,44.5
72.1,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9
74.6,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9,46.9
75.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9,46.9
74.1,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9,46.9
75.8,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9,46.9
73.7,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9,46.9
75,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9,46.9
74.2,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,46.9
76.9,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7
77.1,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7
77.8,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7
78.6,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7,49.7
79.9,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7,49.7
79,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7,49.7
78.7,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7,49.7
77.8,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7,49.7
78.8,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7,49.7
79,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.7
77.3,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5
79.5,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5,49.5
77.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5,49.5
78.1,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5,49.5
78.2,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5,49.5
76.7,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5,49.5
76.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5,49.5
77.9,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,49.5
73.2,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
72.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
75,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
75.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
73.7,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
75.8,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
76.1,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
74.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
75,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
74.8,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
76.3,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
75.1,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
76,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
74.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4,54.4
73.5,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4,54.4
74.2,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4,54.4
76.1,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4,54.4
77,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4,54.4
75.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4,54.4
76.4,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.4
76.3,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
74.9,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
75.1,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
74.6,50,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
76.9,50,50,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
75,50,50,50,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
76.7,50,50,50,50,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
76.2,50,50,50,50,50,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
74.8,50,50,50,50,50,50,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
73.2,50,50,50,50,50,50,50,50,54.6,54.6,54.6,54.6,54.6,54.6,54.6
75.6,51.7,50,50,50,50,50,50,50,50,54.6,54.6,54.6,54.6,54.6,54.6
76.4,51.7,51.7,50,50,50,50,50,50,50,50,54.6,54.6,54.6,54.6,54.6
77.1,51.7,51.7,51.7,50,50,50,50,50,50,50,50,54.6,54.6,54.6,54.6
77.5,51.7,51.7,51.7,51.7,50,50,50,50,50,50,50,50,54.6,54.6,54.6
76.9,51.7,51.7,51.7,51.7,51.7,50,50,50,50,50,50,50,50,54.6,54.6
78,51.7,51.7,51.7,51.7,51.7,51.7,50,50,50,50,50,50,50,50,54.6
78.4,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50,50,50,50,50,50,50,50
77.8,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50,50,50,50,50,50,50
78.1,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50,50,50,50,50,50
79.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50,50,50,50,50
78.4,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50,50,50,50
79.1,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50,50,50
76.9,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50,50
76.8,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,50
78.5,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
78,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
78.6,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
78.2,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
76,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
77,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
78.5,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
76.4,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
75.6,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7,51.7
76.4,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7,51.7
77.7,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7,51.7
77.1,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7,51.7
78.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7,51.7
78.1,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7,51.7
76.4,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,51.7
78.6,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
78,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
78.5,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
75.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
75.7,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
75.5,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
74.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
77,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3,53.3
