D0 Brightness -SAP,shift1,shift2,shift3,shift4,shift5,shift6,shift7,shift8,shift9,shift10,shift11,shift12,shift13,shift14,shift15
77.3,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
78.4,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
76.4,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
77,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
77.3,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
76.8,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
78.9,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
76,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
73.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9,48.9
74.2,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9,48.9
74.3,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9,48.9
77,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9,48.9
74.3,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9,48.9
75,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9,48.9
77.3,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,48.9
75.2,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2
76.2,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2,49.2
75.1,47,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2,49.2
72.7,47,47,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2,49.2
73.4,47,47,47,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2,49.2
73.2,47,47,47,47,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2,49.2
73,47,47,47,47,47,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2,49.2
71.5,47,47,47,47,47,47,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.2
73.2,47,47,47,47,47,47,47,47,49.1,49.1,49.1,49.1,49.1,49.1,49.1
73.5,47,47,47,47,47,47,47,47,47,49.1,49.1,49.1,49.1,49.1,49.1
74.2,47,47,47,47,47,47,47,47,47,47,49.1,49.1,49.1,49.1,49.1
73.4,47,47,47,47,47,47,47,47,47,47,47,49.1,49.1,49.1,49.1
70.2,47,47,47,47,47,47,47,47,47,47,47,47,49.1,49.1,49.1
68.1,47,47,47,47,47,47,47,47,47,47,47,47,47,49.1,49.1
63.9,47,47,47,47,47,47,47,47,47,47,47,47,47,47,49.1
64.7,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
64.4,42.4,47,47,47,47,47,47,47,47,47,47,47,47,47,47
67.6,42.4,42.4,47,47,47,47,47,47,47,47,47,47,47,47,47
71.6,42.4,42.4,42.4,47,47,47,47,47,47,47,47,47,47,47,47
72.2,42.4,42.4,42.4,42.4,47,47,47,47,47,47,47,47,47,47,47
70,42.4,42.4,42.4,42.4,42.4,47,47,47,47,47,47,47,47,47,47
68.9,42.4,42.4,42.4,42.4,42.4,42.4,47,47,47,47,47,47,47,47,47
67,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47,47,47,47,47,47,47,47
66.8,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47,47,47,47,47,47,47
65.7,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47,47,47,47,47,47
67.8,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47,47,47,47,47
68.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47,47,47,47
70.4,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47,47,47
71.2,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47,47
73,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4,47
72.2,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4,42.4
72.8,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4,42.4
73.5,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4,42.4
76,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4,42.4
77.4,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4,42.4
79.1,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4,42.4
78,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.4
76.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
71.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
69.3,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
73.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
73.5,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
72.6,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
74.1,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
72.1,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
72.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3
70.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3,42.3
74.4,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3,42.3
74,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3,42.3
73.3,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3,42.3
72.7,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3,42.3
75,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3,42.3
75.3,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.3
78.1,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
77.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7,42.7
77.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7,42.7
77.5,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7,42.7
78.9,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7,42.7
78.6,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7,42.7
76.9,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7,42.7
75.3,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,42.7
77.1,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6
76.5,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6
70.8,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6
66.5,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6,40.6
60.3,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6,40.6
64.7,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6,40.6
68.5,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6,40.6
72,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6,40.6
77,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6,40.6
80.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,40.6
80.7,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2
81.8,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2
80.1,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2,44.2
78.8,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2,44.2
74.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2,44.2
69.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2,44.2
66.9,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2,44.2
66,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.2
73.9,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2
78,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2
79.2,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2
81.2,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2
82.3,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2
83,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2
80.1,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2,45.2
77.4,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2,45.2
68.5,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2,45.2
66.2,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2,45.2
70.5,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2,45.2
68.2,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2,45.2
75.1,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,45.2
81.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5
82.2,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5,47.5
81.3,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5,47.5
81.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5,47.5
82.1,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5,47.5
82.4,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5,47.5
83.2,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5,47.5
81.5,55,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,47.5
81,55,55,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
81.3,55,55,55,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
80.3,55,55,55,55,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
80.7,55,55,55,55,55,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
78.1,55,55,55,55,55,55,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
77.8,55,55,55,55,55,55,55,55,49.9,49.9,49.9,49.9,49.9,49.9,49.9
76.9,53.8,55,55,55,55,55,55,55,55,49.9,49.9,49.9,49.9,49.9,49.9
76,53.8,53.8,55,55,55,55,55,55,55,55,49.9,49.9,49.9,49.9,49.9
73.6,53.8,53.8,53.8,55,55,55,55,55,55,55,55,49.9,49.9,49.9,49.9
74.2,53.8,53.8,53.8,53.8,55,55,55,55,55,55,55,55,49.9,49.9,49.9
74.8,53.8,53.8,53.8,53.8,53.8,55,55,55,55,55,55,55,55,49.9,49.9
74.1,53.8,53.8,53.8,53.8,53.8,53.8,55,55,55,55,55,55,55,55,49.9
77.9,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55,55,55,55,55,55,55,55
78.9,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55,55,55,55,55,55,55
80.1,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55,55,55,55,55,55
79.6,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55,55,55,55,55
78.4,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55,55,55,55
77.5,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55,55,55
76.4,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55,55
73.7,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,55
73.9,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
74.5,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
74.8,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
72.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
73.1,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
72.8,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
73.5,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
72.7,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
72.1,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
71.7,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8,53.8
72.5,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8,53.8
73.7,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8,53.8
73.5,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8,53.8
71.2,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8,53.8
73,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8,53.8
73.8,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,53.8
71.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3
74.6,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3,47.3
72.5,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3,47.3
73.6,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3,47.3
75.2,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3,47.3
75.6,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3,47.3
74,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3,47.3
74.2,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.3
74,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
72.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
73.6,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
75.3,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
74.5,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
75.6,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
72.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
73.4,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
72.1,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
71.7,50,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4,47.4
71.6,50,50,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4,47.4
71.8,50,50,50,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4,47.4
72.3,50,50,50,50,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4,47.4
72.5,50,50,50,50,50,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4,47.4
73.2,50,50,50,50,50,50,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4,47.4
71.7,50,50,50,50,50,50,50,50,47.8,47.8,47.8,47.8,47.8,47.8,47.4
71.2,50,50,50,50,50,50,50,50,50,47.8,47.8,47.8,47.8,47.8,47.8
71.5,50,50,50,50,50,50,50,50,50,50,47.8,47.8,47.8,47.8,47.8
72.6,50,50,50,50,50,50,50,50,50,50,50,47.8,47.8,47.8,47.8
72.2,50,50,50,50,50,50,50,50,50,50,50,50,47.8,47.8,47.8
73,50,50,50,50,50,50,50,50,50,50,50,50,50,47.8,47.8
75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,47.8
71.8,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
68.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
66.2,48.4,50,50,50,50,50,50,50,50,50,50,50,50,50,50
69.5,48.4,48.4,50,50,50,50,50,50,50,50,50,50,50,50,50
70.2,48.4,48.4,48.4,50,50,50,50,50,50,50,50,50,50,50,50
70.8,48.4,48.4,48.4,48.4,50,50,50,50,50,50,50,50,50,50,50
72.3,48.4,48.4,48.4,48.4,48.4,50,50,50,50,50,50,50,50,50,50
76.7,48.4,48.4,48.4,48.4,48.4,48.4,50,50,50,50,50,50,50,50,50
79,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50,50,50,50,50,50,50,50
79.8,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50,50,50,50,50,50,50
79.9,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50,50,50,50,50,50
78.5,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50,50,50,50,50
74.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50,50,50,50
74,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50,50,50
75.2,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50,50
74.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,50
71.1,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4
74.2,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4,48.4
74.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4,48.4
72.6,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4,48.4
72.8,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4,48.4
72.5,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4,48.4
72,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4,48.4
71.8,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,48.4
75,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
75.2,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
73.6,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
73.6,51,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
75.1,51,51,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
77.4,51,51,51,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
78,51,51,51,51,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
78.1,51,51,51,51,51,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
77.2,51,51,51,51,51,51,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
75.8,51,51,51,51,51,51,51,51,52.7,52.7,52.7,52.7,52.7,52.7,52.7
76.9,54.8,51,51,51,51,51,51,51,51,52.7,52.7,52.7,52.7,52.7,52.7
77.6,54.8,54.8,51,51,51,51,51,51,51,51,52.7,52.7,52.7,52.7,52.7
76.1,54.8,54.8,54.8,51,51,51,51,51,51,51,51,52.7,52.7,52.7,52.7
74.3,54.8,54.8,54.8,54.8,51,51,51,51,51,51,51,51,52.7,52.7,52.7
73.4,54.8,54.8,54.8,54.8,54.8,51,51,51,51,51,51,51,51,52.7,52.7
71.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51,51,51,51,51,51,51,52.7
73.1,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51,51,51,51,51,51,51
75.3,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51,51,51,51,51,51
76,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51,51,51,51,51
74.1,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51,51,51,51
68,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51,51,51
69.4,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51,51
73.3,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51,51
73.3,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,51
75,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
75.1,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
74.5,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
70,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
70.9,46.8,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
71.7,46.8,46.8,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
68.2,46.8,46.8,46.8,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
69,46.8,46.8,46.8,46.8,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
68.9,46.8,46.8,46.8,46.8,46.8,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8,54.8
69.4,46.8,46.8,46.8,46.8,46.8,46.8,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8,54.8
70,46.8,46.8,46.8,46.8,46.8,46.8,46.8,48.9,48.9,54.8,54.8,54.8,54.8,54.8,54.8
